season,week,date,home_team,home_xg,score,away_xg,away_team,referee,game_id,home_team_elo,away_team_elo,home_starters,away_starters,home_team_strength,away_team_strength,home_xG_to_date,away_xG_to_date,home_xG_against_to_date,away_xG_against_to_date,home_goals_scored,away_goals_scored,home_goals_scored_to_date,away_goals_scored_to_date,home_goals_conceded_to_date,away_goals_conceded_to_date,home_match_points,away_match_points,home_points_to_date,away_points_to_date,home_form,away_form,match_result
2021,31,2021-04-12,west brom,3.0,3-0,1.5,southampton,Simon Hooper,3dee3681,1610.22570801,1714.94384766,"['Sam Johnstone', 'Darnell Furlong', 'Kyle Bartley', 'Callum Robinson', 'Matt Phillips', 'Matheus Pereira', 'Conor Townsend', 'Mbaye Diagne', ""Dara O'Shea"", 'Ainsley Maitland-Niles', 'Okay Yokuşlu']","['Fraser Forster', 'Kyle Walker-Peters', 'Ryan Bertrand', 'Jannik Vestergaard', 'James Ward-Prowse', 'Danny Ings', 'Nathan Redmond', 'Stuart Armstrong', 'Ibrahima Diallo', 'Theo Walcott', 'Jan Bednarek']",0.119,0.092,25.0,31.0,51.7,39.8,3,0,25,39,59,53,3,0,21,36,0.4,1.4,0
2021,32,2021-04-16,everton,1.8,2-2,1.4,tottenham,Michael Oliver,ebeb462d,1768.11047363,1822.58850098,"['Jordan Pickford', 'Mason Holgate', 'Michael Keane', 'Allan', 'Richarlison', 'Gylfi Sigurðsson', 'Lucas Digne', 'Alex Iwobi', 'James Rodríguez', 'Ben Godfrey', 'Tom Davies']","['Hugo Lloris', 'Sergio Reguilón', 'Toby Alderweireld', 'Pierre Højbjerg', 'Son Heung-min', 'Harry Kane', 'Joe Rodon', 'Eric Dier', 'Moussa Sissoko', 'Serge Aurier', 'Tanguy Ndombele']",0.361,0.496,36.6,41.9,40.3,39.3,2,2,41,52,38,35,1,1,48,49,1.4,1.8,1
2021,32,2021-04-17,newcastle utd,2.2,3-2,1.9,west ham,Kevin Friend,25a3b695,1681.24072266,1812.3470459,"['Martin Dúbravka', 'Ciaran Clark', 'Paul Dummett', 'Jonjo Shelvey', 'Joelinton', 'Allan Saint-Maximin', 'Matt Ritchie', 'Federico Fernández', 'Jacob Murphy', 'Miguel Almirón', 'Sean Longstaff']","['Łukasz Fabiański', 'Vladimír Coufal', 'Jesse Lingard', 'Craig Dawson', 'Mark Noble', 'Pablo Fornals', 'Jarrod Bowen', 'Angelo Ogbonna', 'Issa Diop', 'Tomáš Souček', 'Ben Johnson']",-0.044,0.17,32.3,43.0,46.5,37.3,3,2,32,51,51,39,3,0,32,55,1.4,1.4,0
2021,32,2021-04-17,wolves,1.1,1-0,0.5,sheffield utd,Robert Jones,07745ff2,1765.91943359,1610.0333252,"['Rui Patrício', 'Rayan Aït Nouri', 'Daniel Podence', 'Willian José', 'Willy Boly', 'Conor Coady', 'Nélson Semedo', 'Romain Saïss', 'João Moutinho', 'Leander Dendoncker', 'Adama Traoré']","['Aaron Ramsdale', 'George Baldock', 'Enda Stevens', 'John Fleck', 'John Egan', 'Oliver Norwood', 'David McGoldrick', 'Ethan Ampadu', 'Ben Osborn', 'Rhian Brewster', 'Kean Bryan']",0.353,0.113,30.8,28.0,40.0,51.0,1,0,31,17,41,55,3,0,38,14,0.8,1.2,0
2021,32,2021-04-18,arsenal,2.7,1-1,0.9,fulham,Craig Pawson,a19ff865,1855.18212891,1639.15686035,"['Mathew Ryan', 'Héctor Bellerín', 'Gabriel Dos Santos', 'Bukayo Saka', 'Dani Ceballos', 'Alexandre Lacazette', 'Rob Holding', 'Mohamed Elneny', 'Emile Smith Rowe', 'Granit Xhaka', 'Gabriel Martinelli']","['Alphonse Areola', 'Joachim Andersen', 'Bobby Reid', 'Tosin Adarabioyo', 'Ivan Cavaleiro', 'Mario Lemina', 'Ademola Lookman', 'Josh Maja', 'Andre-Frank Zambo Anguissa', 'Antonee Robinson', 'Ola Aina']",0.311,0.0959999999999999,42.2,35.8,36.5,43.0,1,1,43,24,35,42,1,1,45,26,2.4,0.4,1
2021,32,2021-04-18,manchester utd,2.5,3-1,0.9,burnley,Jonathan Moss,3e00561f,1943.4831543,1719.66394043,"['Dean Henderson', 'Victor Lindelöf', 'Harry Maguire', 'Paul Pogba', 'Marcus Rashford', 'Mason Greenwood', 'Fred', 'Bruno Fernandes', 'Luke Shaw', 'Aaron Wan-Bissaka', 'Scott McTominay']","['Bailey Peacock-Farrell', 'Matthew Lowton', 'Charlie Taylor', 'Jack Cork', 'James Tarkowski', 'Ben Mee', 'Jóhann Berg Guðmundsson', 'Josh Brownhill', 'Chris Wood', 'Dwight McNeil', 'Ashley Westwood']",0.8460000000000001,0.111,49.5,29.9,34.8,43.7,3,1,61,25,34,42,3,0,63,33,1.0,1.2,0
2021,32,2021-04-19,leeds united,2.3,1-1,1.4,liverpool,Anthony Taylor,6c0666e6,1735.45275879,1915.24682617,"['Illan Meslier', 'Luke Ayling', 'Patrick Bamford', 'Ezgjan Alioski', 'Tyler Roberts', 'Diego Llorente', 'Stuart Dallas', 'Hélder Costa', 'Pascal Struijk', 'Jack Harrison', 'Kalvin Phillips']","['Alisson', 'Fabinho', 'Georginio Wijnaldum', 'Thiago Alcántara', 'James Milner', 'Roberto Firmino', 'Sadio Mané', 'Ozan Kabak', 'Diogo Jota', 'Andrew Robertson', 'Trent Alexander-Arnold']",0.04,0.861,44.4,53.4,48.5,34.5,1,1,49,53,49,37,1,1,45,52,2.0,2.6,1
2021,32,2021-04-20,chelsea,0.7,0-0,0.5,brighton,Stuart Attwell,07b4e58b,1891.16381836,1704.92529297,"['Kepa Arrizabalaga', 'Antonio Rüdiger', 'Marcos Alonso', 'Andreas Christensen', 'Jorginho', 'Christian Pulisic', 'Kurt Zouma', 'Mason Mount', 'Hakim Ziyech', 'Reece James', 'Kai Havertz']","['Robert Sánchez', 'Ben White', 'Adam Webster', 'Lewis Dunk', 'Yves Bissouma', 'Alexis Mac Allister', 'Leandro Trossard', 'Pascal Groß', 'Danny Welbeck', 'Dan Burn', 'Joël Veltman']",0.911,0.1679999999999999,48.6,43.8,24.8,28.900000000000002,0,0,50,33,31,38,1,1,54,33,2.4,1.4,1
2021,32,2021-04-21,aston villa,0.7,1-2,1.2,manchester city,Peter Bankes,ac46a079,1726.86450195,2024.60778809,"['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Ollie Watkins', 'Bertrand Traoré', 'Matt Targett', 'Marvelous Nakamba', 'Jacob Ramsey']","['Ederson', 'Kyle Walker', 'Rúben Dias', 'John Stones', 'İlkay Gündoğan', 'Gabriel Jesus', 'Oleksandr Zinchenko', 'Rodri', 'Bernardo Silva', 'Riyad Mahrez', 'Phil Foden']",0.062,1.583,42.199999999999996,58.7,38.9,23.4,1,2,43,67,33,23,0,3,44,74,1.4,1.8,2
2021,29,2021-04-21,tottenham,1.4,2-1,0.8,southampton,David Coote,81a7befa,1821.76062012,1701.94238281,"['Hugo Lloris', 'Sergio Reguilón', 'Toby Alderweireld', 'Pierre Højbjerg', 'Son Heung-min', 'Gareth Bale', 'Eric Dier', 'Giovani Lo Celso', 'Serge Aurier', 'Lucas Moura', 'Tanguy Ndombele']","['Alex McCarthy', 'Kyle Walker-Peters', 'Jannik Vestergaard', 'James Ward-Prowse', 'Danny Ings', 'Che Adams', 'Stuart Armstrong', 'Mohammed Salisu', 'Nathan Tella', 'Theo Walcott', 'Jan Bednarek']",0.466,0.199,43.300000000000004,32.5,41.1,42.8,2,1,54,39,37,56,3,0,50,36,1.8,1.4,0
2021,32,2021-04-22,leicester city,2.1,3-0,0.5,west brom,Andy Madley,be6edfdf,1810.71105957,1632.22241211,"['Kasper Schmeichel', 'Wesley Fofana', 'Çağlar Söyüncü', 'Jonny Evans', 'Youri Tielemans', 'Jamie Vardy', 'James Maddison', 'Kelechi Iheanacho', 'Wilfred Ndidi', 'Timothy Castagne', 'Luke Thomas']","['Sam Johnstone', 'Darnell Furlong', 'Kyle Bartley', 'Callum Robinson', 'Matt Phillips', 'Matheus Pereira', 'Conor Townsend', 'Mbaye Diagne', ""Dara O'Shea"", 'Ainsley Maitland-Niles', 'Okay Yokuşlu']",0.7589999999999999,0.119,44.8,28.0,36.1,53.2,3,0,55,28,37,59,3,0,56,24,1.4,0.4,0
2021,33,2021-04-23,arsenal,0.8,0-1,0.5,everton,Jonathan Moss,30f36320,1849.18591309,1768.93823242,"['Bernd Leno', 'Bukayo Saka', 'Dani Ceballos', 'Rob Holding', 'Thomas Partey', 'Nicolas Pépé', 'Calum Chambers', 'Pablo Marí', 'Eddie Nketiah', 'Emile Smith Rowe', 'Granit Xhaka']","['Jordan Pickford', 'Mason Holgate', 'Allan', 'Richarlison', 'Dominic Calvert-Lewin', 'Gylfi Sigurðsson', 'Lucas Digne', 'James Rodríguez', 'André Gomes', 'Ben Godfrey', 'Séamus Coleman']",0.438,0.39,44.9,38.4,37.4,41.699999999999996,0,1,44,43,36,40,0,3,46,49,2.4,1.4,2
2021,33,2021-04-24,liverpool,2.4,1-1,1.0,newcastle utd,Andre Marriner,81e8aaf4,1911.06506348,1691.95483398,"['Alisson', 'Fabinho', 'Georginio Wijnaldum', 'Thiago Alcántara', 'Roberto Firmino', 'Sadio Mané', 'Mohamed Salah', 'Ozan Kabak', 'Diogo Jota', 'Andrew Robertson', 'Trent Alexander-Arnold']","['Martin Dúbravka', 'Ciaran Clark', 'Paul Dummett', 'Jonjo Shelvey', 'Joelinton', 'Allan Saint-Maximin', 'Matt Ritchie', 'Federico Fernández', 'Jacob Murphy', 'Miguel Almirón', 'Sean Longstaff']",0.939,-0.044,54.8,34.5,36.8,48.4,1,1,54,35,38,53,1,1,53,35,2.6,1.4,1
2021,33,2021-04-24,sheffield utd,0.7,1-0,2.0,brighton,Kevin Friend,1ef0a8f2,1606.05847168,1710.35913086,"['Aaron Ramsdale', 'George Baldock', 'Enda Stevens', 'John Fleck', 'John Egan', 'Oliver Norwood', 'David McGoldrick', 'Jayden Bogle', 'Ben Osborn', 'Rhian Brewster', 'Kean Bryan']","['Robert Sánchez', 'Adam Webster', 'Lewis Dunk', 'Yves Bissouma', 'Neal Maupay', 'Leandro Trossard', 'Pascal Groß', 'Adam Lallana', 'Jakub Moder', 'Danny Welbeck', 'Joël Veltman']",0.079,0.221,28.5,44.3,52.1,29.6,1,0,17,33,56,38,3,0,14,34,1.2,1.4,0
2021,33,2021-04-24,west ham,0.4,0-1,2.5,chelsea,Chris Kavanagh,ea1579bb,1801.63293457,1885.72998047,"['Łukasz Fabiański', 'Fabián Balbuena', 'Vladimír Coufal', 'Jesse Lingard', 'Mark Noble', 'Pablo Fornals', 'Jarrod Bowen', 'Angelo Ogbonna', 'Issa Diop', 'Ryan Fredericks', 'Tomáš Souček']","['Edouard Mendy', 'Antonio Rüdiger', 'Andreas Christensen', 'Jorginho', 'Thiago Silva', ""N'Golo Kanté"", 'Christian Pulisic', 'Timo Werner', 'Mason Mount', 'Ben Chilwell', 'César Azpilicueta']",0.147,0.8710000000000001,44.9,49.3,39.5,25.3,0,1,53,50,42,31,0,3,55,55,1.4,2.4,2
2021,33,2021-04-25,aston villa,3.2,2-2,1.5,west brom,Stuart Attwell,2ab535fa,1724.45935059,1626.23474121,"['Emiliano Martínez', 'Ezri Konsa', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Ollie Watkins', 'Bertrand Traoré', 'Matt Targett', 'Ross Barkley', 'Anwar El Ghazi', 'Ahmed Elmohamady']","['Sam Johnstone', 'Darnell Furlong', 'Kyle Bartley', 'Semi Ajayi', 'Callum Robinson', 'Matheus Pereira', 'Conor Townsend', 'Mbaye Diagne', 'Conor Gallagher', 'Ainsley Maitland-Niles', 'Okay Yokuşlu']",0.1609999999999999,0.119,42.9,28.5,40.1,55.3,2,2,44,28,35,62,1,1,44,24,1.4,0.4,1
2021,33,2021-04-25,leeds united,0.3,0-0,1.2,manchester utd,Craig Pawson,8422804d,1739.63464355,1947.43103027,"['Illan Meslier', 'Luke Ayling', 'Patrick Bamford', 'Ezgjan Alioski', 'Tyler Roberts', 'Diego Llorente', 'Stuart Dallas', 'Hélder Costa', 'Pascal Struijk', 'Jack Harrison', 'Kalvin Phillips']","['Dean Henderson', 'Victor Lindelöf', 'Harry Maguire', 'Marcus Rashford', 'Mason Greenwood', 'Fred', 'Bruno Fernandes', 'Daniel James', 'Luke Shaw', 'Aaron Wan-Bissaka', 'Scott McTominay']",0.04,0.8049999999999999,46.7,52.0,49.9,35.7,0,0,50,64,50,35,1,1,46,66,2.0,1.0,1
2021,33,2021-04-25,wolves,0.4,0-4,2.0,burnley,Darren England,5656770f,1769.89428711,1715.71606445,"['Rui Patrício', 'Rayan Aït Nouri', 'Rúben Neves', 'Daniel Podence', 'Willian José', 'Willy Boly', 'Conor Coady', 'Nélson Semedo', 'Romain Saïss', 'Leander Dendoncker', 'Adama Traoré']","['Nick Pope', 'Matthew Lowton', 'Charlie Taylor', 'Jack Cork', 'James Tarkowski', 'Ben Mee', 'Josh Brownhill', 'Chris Wood', 'Dwight McNeil', 'Ashley Westwood', 'Matěj Vydra']",0.3949999999999999,0.188,31.900000000000002,30.8,40.5,46.2,0,4,32,26,41,45,0,3,41,33,0.8,1.2,2
2021,33,2021-04-26,leicester city,1.5,2-1,0.7,crystal palace,Graham Scott,b30b8887,1816.69873047,1699.05566406,"['Kasper Schmeichel', 'Wesley Fofana', 'Çağlar Söyüncü', 'Jonny Evans', 'Youri Tielemans', 'Jamie Vardy', 'James Maddison', 'Kelechi Iheanacho', 'Wilfred Ndidi', 'Timothy Castagne', 'Luke Thomas']","['Vicente Guaita', 'Joel Ward', 'Patrick van Aanholt', 'Luka Milivojević', 'Scott Dann', 'Cheikhou Kouyaté', 'Jordan Ayew', 'Wilfried Zaha', 'Christian Benteke', 'Eberechi Eze', 'Jaïro Riedewald']",0.7589999999999999,-0.205,46.9,25.5,36.6,48.4,2,1,58,33,37,52,3,0,59,38,1.4,1.2,0
2021,34,2021-04-30,southampton,0.9,1-1,1.9,leicester city,Robert Jones,c0d4f879,1699.85192871,1823.75415039,"['Alex McCarthy', 'Kyle Walker-Peters', 'Jannik Vestergaard', 'Jack Stephens', 'James Ward-Prowse', 'Che Adams', 'Nathan Redmond', 'Stuart Armstrong', 'Takumi Minamino', 'Nathan Tella', 'Jan Bednarek']","['Kasper Schmeichel', 'Wesley Fofana', 'Çağlar Söyüncü', 'Jonny Evans', 'Youri Tielemans', 'Jamie Vardy', 'James Maddison', 'Kelechi Iheanacho', 'Wilfred Ndidi', 'Timothy Castagne', 'Luke Thomas']",0.196,0.7589999999999999,33.3,48.4,44.2,37.3,1,1,40,60,58,38,1,1,36,62,1.4,1.4,1
2021,34,2021-05-01,brighton,2.3,2-0,0.6,leeds united,Chris Kavanagh,1e2ba709,1702.29736328,1746.87561035,"['Robert Sánchez', 'Ben White', 'Adam Webster', 'Lewis Dunk', 'Yves Bissouma', 'Neal Maupay', 'Leandro Trossard', 'Pascal Groß', 'Danny Welbeck', 'Dan Burn', 'Joël Veltman']","['Illan Meslier', 'Luke Ayling', 'Robin Koch', 'Patrick Bamford', 'Ezgjan Alioski', 'Tyler Roberts', 'Diego Llorente', 'Stuart Dallas', 'Pascal Struijk', 'Jack Harrison', 'Mateusz Klich']",0.178,0.023,46.3,47.0,30.3,51.1,2,0,33,50,39,50,3,0,34,47,1.4,2.0,0
2021,34,2021-05-01,chelsea,1.7,2-0,0.3,fulham,Kevin Friend,44d49bd5,1896.9498291,1647.51782227,"['Edouard Mendy', 'Andreas Christensen', 'Thiago Silva', 'Timo Werner', 'Kurt Zouma', 'Mason Mount', 'Ben Chilwell', 'Hakim Ziyech', 'Billy Gilmour', 'Reece James', 'Kai Havertz']","['Alphonse Areola', 'Joachim Andersen', 'Bobby Reid', 'Tosin Adarabioyo', 'Ivan Cavaleiro', 'Mario Lemina', 'Ademola Lookman', 'Josh Maja', 'Andre-Frank Zambo Anguissa', 'Antonee Robinson', 'Ola Aina']",0.799,0.0959999999999999,51.8,36.7,25.7,45.7,2,0,51,25,31,43,3,0,58,27,2.4,0.4,0
2021,34,2021-05-01,crystal palace,0.9,0-2,1.7,manchester city,David Coote,bf22075a,1696.72973633,2033.76318359,"['Vicente Guaita', 'Joel Ward', 'Luka Milivojević', 'Scott Dann', 'Cheikhou Kouyaté', 'Andros Townsend', 'Wilfried Zaha', 'Christian Benteke', 'Eberechi Eze', 'Tyrick Mitchell', 'Jaïro Riedewald']","['Ederson', 'Nathan Aké', 'Raheem Sterling', 'Gabriel Jesus', 'Sergio Agüero', 'Aymeric Laporte', 'Rodri', 'Ferrán Torres', 'Benjamin Mendy', 'Fernandinho', 'João Cancelo']",-0.122,1.449,26.2,59.9,49.9,24.1,0,2,34,69,54,24,0,3,38,77,1.2,1.8,2
2021,34,2021-05-01,everton,1.0,1-2,1.6,aston villa,Simon Hooper,2452619d,1782.09887695,1723.47924805,"['Jordan Pickford', 'Mason Holgate', 'Allan', 'Richarlison', 'Dominic Calvert-Lewin', 'Gylfi Sigurðsson', 'Lucas Digne', 'Alex Iwobi', 'André Gomes', 'Ben Godfrey', 'Séamus Coleman']","['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Ollie Watkins', 'Bertrand Traoré', 'Matt Targett', 'Ross Barkley', 'Anwar El Ghazi']",0.361,0.1649999999999999,38.9,46.1,42.5,41.6,1,2,44,46,40,37,0,3,52,45,1.4,1.4,2
2021,34,2021-05-02,newcastle utd,0.3,0-2,2.0,arsenal,Mike Dean,af2c27de,1700.34399414,1835.23681641,"['Martin Dúbravka', 'Ciaran Clark', 'Paul Dummett', 'Jonjo Shelvey', 'Allan Saint-Maximin', 'Matt Ritchie', 'Callum Wilson', 'Federico Fernández', 'Jacob Murphy', 'Miguel Almirón', 'Sean Longstaff']","['Mathew Ryan', 'Héctor Bellerín', 'Gabriel Dos Santos', 'Dani Ceballos', 'Martin Ødegaard', 'Willian', 'Pierre-Emerick Aubameyang', 'David Luiz', 'Mohamed Elneny', 'Granit Xhaka', 'Gabriel Martinelli']",-0.032,0.397,35.5,45.7,50.8,37.9,0,2,36,44,54,37,0,3,36,46,1.4,2.4,2
2021,34,2021-05-02,tottenham,2.2,4-0,0.5,sheffield utd,Andre Marriner,8b2e31ef,1828.58044434,1618.84985352,"['Hugo Lloris', 'Sergio Reguilón', 'Toby Alderweireld', 'Pierre Højbjerg', 'Son Heung-min', 'Gareth Bale', 'Harry Kane', 'Eric Dier', 'Giovani Lo Celso', 'Dele Alli', 'Serge Aurier']","['Aaron Ramsdale', 'George Baldock', 'Enda Stevens', 'John Fleck', 'Chris Basham', 'John Egan', 'Oliver Norwood', 'David McGoldrick', 'Jayden Bogle', 'Ben Osborn', 'Rhian Brewster']",0.5720000000000001,0.067,44.7,29.2,41.9,54.1,4,0,56,18,38,56,3,0,53,17,1.8,1.2,0
2021,34,2021-05-03,burnley,2.0,1-2,2.3,west ham,Anthony Taylor,a89e62a7,1738.76672363,1797.57910156,"['Nick Pope', 'Matthew Lowton', 'Charlie Taylor', 'Jack Cork', 'James Tarkowski', 'Ben Mee', 'Josh Brownhill', 'Chris Wood', 'Dwight McNeil', 'Ashley Westwood', 'Matěj Vydra']","['Łukasz Fabiański', 'Aaron Cresswell', 'Vladimír Coufal', 'Saïd Benrahma', 'Manuel Lanzini', 'Jesse Lingard', 'Craig Dawson', 'Pablo Fornals', 'Issa Diop', 'Tomáš Souček', 'Michail Antonio']",0.188,0.229,32.8,45.3,46.6,42.0,1,2,30,53,45,43,0,3,36,55,1.2,1.4,2
2021,34,2021-05-03,west brom,1.1,1-1,1.0,wolves,Paul Tierney,378a8a95,1631.94445801,1751.57324219,"['Sam Johnstone', 'Darnell Furlong', 'Kyle Bartley', 'Semi Ajayi', 'Matheus Pereira', 'Conor Townsend', 'Mbaye Diagne', 'Conor Gallagher', ""Dara O'Shea"", 'Ainsley Maitland-Niles', 'Okay Yokuşlu']","['Rui Patrício', 'Rayan Aït Nouri', 'Rúben Neves', 'Conor Coady', 'Fábio Silva', 'Vitinha', 'Nélson Semedo', 'Romain Saïss', 'Leander Dendoncker', 'Adama Traoré', 'Owen Otasowie']",0.104,0.299,30.0,32.300000000000004,58.5,42.5,1,1,30,32,64,45,1,1,25,41,0.4,0.8,1
2021,35,2021-05-07,leicester city,2.2,2-4,2.7,newcastle utd,Darren England,d93b0c17,1824.29003906,1696.33081055,"['Kasper Schmeichel', 'Wesley Fofana', 'Çağlar Söyüncü', 'Youri Tielemans', 'Jamie Vardy', 'James Maddison', 'Marc Albrighton', 'Kelechi Iheanacho', 'Ricardo Pereira', 'Wilfred Ndidi', 'Timothy Castagne']","['Martin Dúbravka', 'Paul Dummett', 'Jonjo Shelvey', 'Allan Saint-Maximin', 'Matt Ritchie', 'Callum Wilson', 'Emil Krafth', 'Federico Fernández', 'Jacob Murphy', 'Miguel Almirón', 'Joe Willock']",0.7439999999999999,-0.0149999999999999,50.3,35.8,38.2,52.8,2,4,61,36,39,56,0,3,63,36,1.4,1.4,2
2021,35,2021-05-08,leeds united,2.5,3-1,0.9,tottenham,Michael Oliver,4eecc9bb,1737.94372559,1837.98962402,"['Illan Meslier', 'Luke Ayling', 'Robin Koch', 'Patrick Bamford', 'Ezgjan Alioski', 'Tyler Roberts', 'Diego Llorente', 'Stuart Dallas', 'Pascal Struijk', 'Jack Harrison', 'Mateusz Klich']","['Hugo Lloris', 'Sergio Reguilón', 'Toby Alderweireld', 'Pierre Højbjerg', 'Son Heung-min', 'Gareth Bale', 'Harry Kane', 'Eric Dier', 'Giovani Lo Celso', 'Dele Alli', 'Serge Aurier']",0.023,0.5720000000000001,47.6,46.9,53.4,42.4,3,1,50,60,52,38,3,0,47,56,2.0,1.8,0
2021,35,2021-05-08,liverpool,1.7,2-0,1.1,southampton,Kevin Friend,e5923f92,1910.81323242,1706.13183594,"['Alisson', 'Fabinho', 'Georginio Wijnaldum', 'Thiago Alcántara', 'Sadio Mané', 'Mohamed Salah', 'Diogo Jota', 'Andrew Robertson', 'Rhys Williams', 'Nathaniel Phillips', 'Trent Alexander-Arnold']","['Fraser Forster', 'Kyle Walker-Peters', 'Jannik Vestergaard', 'Jack Stephens', 'James Ward-Prowse', 'Che Adams', 'Nathan Redmond', 'Stuart Armstrong', 'Nathan Tella', 'Theo Walcott', 'Jan Bednarek']",0.821,0.078,57.2,34.2,37.8,46.1,2,0,55,41,39,59,3,0,54,37,2.6,1.4,0
2021,35,2021-05-08,manchester city,1.8,1-2,0.7,chelsea,Anthony Taylor,b657d658,2043.67529297,1919.58557129,"['Ederson', 'Rúben Dias', 'Nathan Aké', 'Raheem Sterling', 'Gabriel Jesus', 'Sergio Agüero', 'Aymeric Laporte', 'Rodri', 'Ferrán Torres', 'Benjamin Mendy', 'João Cancelo']","['Edouard Mendy', 'Antonio Rüdiger', 'Marcos Alonso', 'Andreas Christensen', ""N'Golo Kanté"", 'Christian Pulisic', 'Timo Werner', 'Hakim Ziyech', 'Billy Gilmour', 'Reece James', 'César Azpilicueta']",1.352,0.912,61.6,53.5,25.0,26.0,1,2,71,53,24,31,0,3,80,61,1.8,2.4,2
2021,35,2021-05-08,sheffield utd,0.7,0-2,2.0,crystal palace,Simon Hooper,02c409c1,1616.25646973,1697.47851562,"['Aaron Ramsdale', 'George Baldock', 'Enda Stevens', 'John Fleck', 'Chris Basham', 'Sander Berge', 'John Egan', 'Oliver Burke', 'Oliver Norwood', 'David McGoldrick', 'Kean Bryan']","['Vicente Guaita', 'Joel Ward', 'Luka Milivojević', 'Cheikhou Kouyaté', 'Andros Townsend', 'Wilfried Zaha', 'Jeffrey Schlupp', 'Christian Benteke', 'Gary Cahill', 'Eberechi Eze', 'Tyrick Mitchell']",-0.0099999999999999,-0.164,29.7,27.1,56.3,51.6,0,2,18,34,60,56,0,3,17,38,1.2,1.2,2
2021,35,2021-05-09,arsenal,0.9,3-1,1.8,west brom,Peter Bankes,49369ed5,1839.06408691,1638.01940918,"['Bernd Leno', 'Gabriel Dos Santos', 'Bukayo Saka', 'Dani Ceballos', 'Willian', 'Rob Holding', 'Nicolas Pépé', 'Calum Chambers', 'Mohamed Elneny', 'Emile Smith Rowe', 'Gabriel Martinelli']","['Sam Johnstone', 'Darnell Furlong', 'Kyle Bartley', 'Semi Ajayi', 'Callum Robinson', 'Matt Phillips', 'Matheus Pereira', 'Conor Townsend', 'Mbaye Diagne', 'Conor Gallagher', 'Okay Yokuşlu']",0.469,0.0699999999999999,47.7,31.1,38.2,59.5,3,1,46,31,37,65,3,0,49,26,2.4,0.4,0
2021,35,2021-05-09,aston villa,0.5,1-3,1.7,manchester utd,Chris Kavanagh,c80d17ca,1737.13415527,1953.38745117,"['Emiliano Martínez', 'Matty Cash', 'Ezri Konsa', 'Tyrone Mings', 'Douglas Luiz', 'John McGinn', 'Ollie Watkins', 'Bertrand Traoré', 'Matt Targett', 'Ross Barkley', 'Anwar El Ghazi']","['Dean Henderson', 'Victor Lindelöf', 'Harry Maguire', 'Paul Pogba', 'Marcus Rashford', 'Mason Greenwood', 'Fred', 'Bruno Fernandes', 'Luke Shaw', 'Aaron Wan-Bissaka', 'Scott McTominay']",0.1649999999999999,0.8460000000000001,47.699999999999996,53.2,42.6,36.0,1,3,48,64,38,35,0,3,48,67,1.4,1.0,2
2021,35,2021-05-09,west ham,1.3,0-1,1.5,everton,Stuart Attwell,57632a35,1808.17797852,1775.25964355,"['Łukasz Fabiański', 'Aaron Cresswell', 'Vladimír Coufal', 'Saïd Benrahma', 'Manuel Lanzini', 'Jesse Lingard', 'Craig Dawson', 'Pablo Fornals', 'Issa Diop', 'Tomáš Souček', 'Michail Antonio']","['Jordan Pickford', 'Michael Keane', 'Allan', 'Richarlison', 'Dominic Calvert-Lewin', 'Gylfi Sigurðsson', 'Lucas Digne', 'Yerry Mina', 'Ben Godfrey', 'Séamus Coleman', 'Tom Davies']",0.229,0.38,47.6,39.9,44.0,44.1,0,1,55,45,44,42,0,3,58,52,1.4,1.4,2
2021,35,2021-05-09,wolves,1.1,2-1,0.3,brighton,Jonathan Moss,ad903480,1752.31396484,1718.04492188,"['Rui Patrício', 'Ki-Jana Hoever', 'Rayan Aït Nouri', 'Rúben Neves', 'Daniel Podence', 'Conor Coady', 'Fábio Silva', 'Morgan Gibbs-White', 'Vitinha', 'João Moutinho', 'Max Kilman']","['Robert Sánchez', 'Ben White', 'Adam Webster', 'Lewis Dunk', 'Yves Bissouma', 'Neal Maupay', 'Leandro Trossard', 'Pascal Groß', 'Alireza Jahanbakhsh', 'Danny Welbeck', 'Dan Burn']",0.249,0.229,33.300000000000004,48.6,43.6,30.9,2,1,33,35,46,39,3,0,42,37,0.8,1.4,0
2021,35,2021-05-10,fulham,1.0,0-2,1.5,burnley,David Coote,430d879c,1647.39782715,1734.98352051,"['Alphonse Areola', 'Kenny Tete', 'Joachim Andersen', 'Aleksandar Mitrović', 'Bobby Reid', 'Tosin Adarabioyo', 'Ivan Cavaleiro', 'Mario Lemina', 'Ademola Lookman', 'Andre-Frank Zambo Anguissa', 'Antonee Robinson']","['Nick Pope', 'Matthew Lowton', 'Charlie Taylor', 'Jack Cork', 'James Tarkowski', 'Ben Mee', 'Josh Brownhill', 'Chris Wood', 'Dwight McNeil', 'Ashley Westwood', 'Matěj Vydra']",0.0819999999999999,0.188,37.0,34.8,47.4,48.9,0,2,25,31,45,47,0,3,27,36,0.4,1.2,2
